2026-02-14 16:12:53,111 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:32:54,405 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772004774242%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwNDc3NDI0MiIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDQ3OTc0fQ.D33vx2FRlY6AmUx6tbPLg31fG_eqwThVNlsEJHYieLVAkYEwo2fBggjF54T0ub3JlAuKhq0o2dbOQcNMRqMiqw"},"success":true}
2026-02-25 15:32:54,405 | INFO     | __main__ | login finished, token length=222
2026-02-25 15:33:39,153 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:33:39,155 | INFO     | __main__ | start login flow
2026-02-25 15:33:39,155 | INFO     | common.request | ============================================================
2026-02-25 15:33:39,155 | INFO     | common.request | method: POST
2026-02-25 15:33:39,155 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 15:33:39,491 | INFO     | common.request | status_code: 200
2026-02-25 15:33:39,491 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772004819331%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwNDgxOTMzMSIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDQ4MDE5fQ.zrfia-nJu6JvZeb2VRTCzTMbQ82pRPam4yoE-Rkz6p4nuiSsBSOXHbCbyAMcka1wYOh92CytsE6H0iGhXzHj9Q"},"success":true}
2026-02-25 15:33:39,491 | INFO     | __main__ | login finished, token length=222
2026-02-25 15:34:43,105 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:34:44,010 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:39:15,699 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:39:15,901 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:39:43,107 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:39:43,308 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:41:23,206 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:41:23,411 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:41:27,347 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:41:27,537 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:42:19,406 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:42:19,570 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:42:40,970 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:42:41,162 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:42:45,752 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:42:45,986 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:16,355 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:21,166 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:24,280 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:27,082 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:43,501 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:44,748 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:46,113 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:47,844 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:49,541 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:43:51,177 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:44:08,769 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:44:14,132 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:44:26,803 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:44:52,129 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:45:10,792 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:46:24,258 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:46:37,620 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:47:47,422 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:48:00,687 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:48:00,795 | INFO     | __main__ | start login flow
2026-02-25 15:48:01,030 | INFO     | common.request | ============================================================
2026-02-25 15:48:01,030 | INFO     | common.request | method: POST
2026-02-25 15:48:01,031 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 15:48:01,373 | INFO     | common.request | status_code: 200
2026-02-25 15:48:01,374 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772005681224%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwNTY4MTIyNCIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDQ4ODgxfQ.207T6dACEAfU3PdOnVYTJn2ko0r2iOzz-TfS3IGZuYFEUKGGiW6zeWkqqmmIcUPaLEatDQ9YXPoKCqEt-nAVcQ"},"success":true}
2026-02-25 15:51:28,162 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 15:51:28,166 | INFO     | common.request | ============================================================
2026-02-25 15:51:28,166 | INFO     | common.request | method: POST
2026-02-25 15:51:28,166 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 15:51:28,495 | INFO     | common.request | status_code: 200
2026-02-25 15:51:28,496 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772005888353%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwNTg4ODM1MyIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDQ5MDg4fQ.x3MSvo1ItYiL22grAACYlbrDHuKL213bhgB9rI3NsAEpR7hM5fnexYjordme1f6qlV0sq-kNX8S1gVFZQ8WEWg"},"success":true}
2026-02-25 16:00:07,365 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 16:00:07,371 | INFO     | common.request | ============================================================
2026-02-25 16:00:07,371 | INFO     | common.request | method: POST
2026-02-25 16:00:07,371 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 16:00:07,708 | INFO     | common.request | status_code: 200
2026-02-25 16:00:07,709 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772006407572%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwNjQwNzU3MiIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDQ5NjA3fQ.K3-7hO-ic6Ybm9B9lSqqIDs_AUcYFoAxCsgIHXgJYtZddQy50fnwg4z7ppNpBGl1mbF9JUVURsHrZPQdieAOXw"},"success":true}
2026-02-25 16:00:07,711 | INFO     | common.request | ============================================================
2026-02-25 16:00:07,712 | INFO     | common.request | method: POST
2026-02-25 16:00:07,712 | INFO     | common.request | url: https://test-digital.hnlshm.com/intention/manage/resubmit/apply
2026-02-25 16:00:07,765 | INFO     | common.request | status_code: 405
2026-02-25 16:00:07,765 | INFO     | common.request | response: <html>
<head><title>405 Not Allowed</title></head>
<body>
<center><h1>405 Not Allowed</h1></center>
<hr><center>nginx</center>
</body>
</html>

2026-02-25 16:00:09,766 | INFO     | common.request | ============================================================
2026-02-25 16:00:09,766 | INFO     | common.request | method: POST
2026-02-25 16:00:09,766 | INFO     | common.request | url: https://test-digital.hnlshm.com/intention/manage/resubmit/apply
2026-02-25 16:00:09,819 | INFO     | common.request | status_code: 405
2026-02-25 16:00:09,819 | INFO     | common.request | response: <html>
<head><title>405 Not Allowed</title></head>
<body>
<center><h1>405 Not Allowed</h1></center>
<hr><center>nginx</center>
</body>
</html>

2026-02-25 16:00:11,821 | INFO     | common.request | ============================================================
2026-02-25 16:00:11,821 | INFO     | common.request | method: POST
2026-02-25 16:00:11,821 | INFO     | common.request | url: https://test-digital.hnlshm.com/intention/manage/resubmit/apply
2026-02-25 16:00:11,894 | INFO     | common.request | status_code: 405
2026-02-25 16:00:11,894 | INFO     | common.request | response: <html>
<head><title>405 Not Allowed</title></head>
<body>
<center><h1>405 Not Allowed</h1></center>
<hr><center>nginx</center>
</body>
</html>

2026-02-25 16:30:50,799 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 16:30:50,805 | INFO     | common.request | ============================================================
2026-02-25 16:30:50,805 | INFO     | common.request | method: POST
2026-02-25 16:30:50,805 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 16:30:51,169 | INFO     | common.request | status_code: 200
2026-02-25 16:30:51,169 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772008251053%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwODI1MTA1MyIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDUxNDUxfQ.VpYE-FN0s90D-xSpnFTGWN9IqrVtUNOutM_jC3Qb6Y2DkYjZFYXTqGy0kUyCY-DKkn0PljtX_fGyojlPf4s5_g"},"success":true}
2026-02-25 16:30:51,171 | INFO     | common.request | ============================================================
2026-02-25 16:30:51,171 | INFO     | common.request | method: POST
2026-02-25 16:30:51,171 | INFO     | common.request | url: https://test-digital.hnlshm.com/intention/manage/resubmit/apply
2026-02-25 16:30:51,225 | INFO     | common.request | status_code: 405
2026-02-25 16:30:51,226 | INFO     | common.request | response: <html>
<head><title>405 Not Allowed</title></head>
<body>
<center><h1>405 Not Allowed</h1></center>
<hr><center>nginx</center>
</body>
</html>

2026-02-25 16:30:53,227 | INFO     | common.request | ============================================================
2026-02-25 16:30:53,227 | INFO     | common.request | method: POST
2026-02-25 16:30:53,227 | INFO     | common.request | url: https://test-digital.hnlshm.com/intention/manage/resubmit/apply
2026-02-25 16:30:53,279 | INFO     | common.request | status_code: 405
2026-02-25 16:30:53,279 | INFO     | common.request | response: <html>
<head><title>405 Not Allowed</title></head>
<body>
<center><h1>405 Not Allowed</h1></center>
<hr><center>nginx</center>
</body>
</html>

2026-02-25 16:30:55,280 | INFO     | common.request | ============================================================
2026-02-25 16:30:55,280 | INFO     | common.request | method: POST
2026-02-25 16:30:55,281 | INFO     | common.request | url: https://test-digital.hnlshm.com/intention/manage/resubmit/apply
2026-02-25 16:30:55,332 | INFO     | common.request | status_code: 405
2026-02-25 16:30:55,333 | INFO     | common.request | response: <html>
<head><title>405 Not Allowed</title></head>
<body>
<center><h1>405 Not Allowed</h1></center>
<hr><center>nginx</center>
</body>
</html>

2026-02-25 16:32:04,726 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 16:32:04,732 | INFO     | common.request | ============================================================
2026-02-25 16:32:04,732 | INFO     | common.request | method: POST
2026-02-25 16:32:04,732 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 16:32:05,125 | INFO     | common.request | status_code: 200
2026-02-25 16:32:05,125 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772008325017%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwODMyNTAxNyIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDUxNTI1fQ.y2_oV8iHVaGlgTfu6_FHAvZzWgXaoQZ9gJWI-zoOTQlZwKeZcF5GSE5_9nuASzO8FYcn3P_2PFxqtwnRBiiJ4A"},"success":true}
2026-02-25 16:32:05,128 | INFO     | common.request | ============================================================
2026-02-25 16:32:05,128 | INFO     | common.request | method: POST
2026-02-25 16:32:05,129 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/intention/manage/resubmit/apply
2026-02-25 16:32:05,222 | INFO     | common.request | status_code: 404
2026-02-25 16:32:05,222 | INFO     | common.request | response: {"timestamp":"2026-02-25 16:32:05","path":"/intention/manage/resubmit/apply","status":404,"error":"Not Found","message":null,"requestId":"a5f57e8b-33"}
2026-02-25 16:32:07,223 | INFO     | common.request | ============================================================
2026-02-25 16:32:07,223 | INFO     | common.request | method: POST
2026-02-25 16:32:07,223 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/intention/manage/resubmit/apply
2026-02-25 16:32:07,303 | INFO     | common.request | status_code: 404
2026-02-25 16:32:07,304 | INFO     | common.request | response: {"timestamp":"2026-02-25 16:32:07","path":"/intention/manage/resubmit/apply","status":404,"error":"Not Found","message":null,"requestId":"a0b98d4b-427"}
2026-02-25 16:32:09,305 | INFO     | common.request | ============================================================
2026-02-25 16:32:09,305 | INFO     | common.request | method: POST
2026-02-25 16:32:09,305 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/intention/manage/resubmit/apply
2026-02-25 16:32:09,668 | INFO     | common.request | status_code: 404
2026-02-25 16:32:09,669 | INFO     | common.request | response: {"timestamp":"2026-02-25 16:32:09","path":"/intention/manage/resubmit/apply","status":404,"error":"Not Found","message":null,"requestId":"20314174-159"}
2026-02-25 16:38:07,031 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 16:41:04,856 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 16:41:04,862 | INFO     | common.request | ============================================================
2026-02-25 16:41:04,862 | INFO     | common.request | method: POST
2026-02-25 16:41:04,862 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 16:41:05,235 | INFO     | common.request | status_code: 200
2026-02-25 16:41:05,236 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772008865129%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwODg2NTEyOSIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDUyMDY1fQ.-Um2G7qRqwccr1mVU12xrwf7PgOEux6s12hErSHc94qkHVt7Cnc6ir7aSrsrSErsCNmtvkPpteF1jbAgULrH8g"},"success":true}
2026-02-25 16:41:05,237 | INFO     | common.request | ============================================================
2026-02-25 16:41:05,238 | INFO     | common.request | method: POST
2026-02-25 16:41:05,238 | INFO     | common.request | url: https://test-digital.hnlshm.comgateway/store-franchise-service/intention/manage/resubmit/apply
2026-02-25 16:41:07,455 | INFO     | common.request | ============================================================
2026-02-25 16:41:07,455 | INFO     | common.request | method: POST
2026-02-25 16:41:07,456 | INFO     | common.request | url: https://test-digital.hnlshm.comgateway/store-franchise-service/intention/manage/resubmit/apply
2026-02-25 16:41:09,634 | INFO     | common.request | ============================================================
2026-02-25 16:41:09,634 | INFO     | common.request | method: POST
2026-02-25 16:41:09,634 | INFO     | common.request | url: https://test-digital.hnlshm.comgateway/store-franchise-service/intention/manage/resubmit/apply
2026-02-25 16:41:32,810 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 16:41:32,816 | INFO     | common.request | ============================================================
2026-02-25 16:41:32,816 | INFO     | common.request | method: POST
2026-02-25 16:41:32,816 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 16:41:33,149 | INFO     | common.request | status_code: 200
2026-02-25 16:41:33,149 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772008893046%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwODg5MzA0NiIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDUyMDkzfQ.iXf7DjZ1ho6EfGvQuacupU7oLEB7AFLU0liTvYQwRG_k-2wLPmC8mLaW6pqzp8pukD6ys9Wlkhw6IxMnx60_hQ"},"success":true}
2026-02-25 16:41:33,151 | INFO     | common.request | ============================================================
2026-02-25 16:41:33,152 | INFO     | common.request | method: POST
2026-02-25 16:41:33,152 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/store-franchise-service/intention/manage/resubmit/apply
2026-02-25 16:41:33,323 | INFO     | common.request | status_code: 200
2026-02-25 16:41:33,324 | INFO     | common.request | response: {"success":true,"code":null,"message":null,"data":null}
2026-02-25 16:45:25,363 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 16:45:25,368 | INFO     | common.request | ============================================================
2026-02-25 16:45:25,368 | INFO     | common.request | method: POST
2026-02-25 16:45:25,369 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 16:45:25,758 | INFO     | common.request | status_code: 200
2026-02-25 16:45:25,758 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772009125654%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAwOTEyNTY1NCIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDUyMzI1fQ.4_lbYkJrUlsD5Ov5zwNHFAtG71ttkRLFFlrfwzcpKHQ5hqVhG119lsgYj1e0OnYF5pc58dfg4Vyj0IlCnxxzoQ"},"success":true}
2026-02-25 16:45:25,761 | INFO     | common.request | ============================================================
2026-02-25 16:45:25,761 | INFO     | common.request | method: POST
2026-02-25 16:45:25,761 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/store-franchise-service/intention/manage/resubmit/apply
2026-02-25 16:45:25,932 | INFO     | common.request | status_code: 200
2026-02-25 16:45:25,933 | INFO     | common.request | response: {"success":true,"code":null,"message":null,"data":null}
2026-02-25 17:27:57,320 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 17:27:57,335 | INFO     | common.request | ============================================================
2026-02-25 17:27:57,336 | INFO     | common.request | method: POST
2026-02-25 17:27:57,336 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 17:27:57,724 | INFO     | common.request | status_code: 200
2026-02-25 17:27:57,725 | INFO     | common.request | response: {"respCode":"200","respMsg":"操作成功","data":{"loginUser":"%7B%22realName%22%3A%22%E9%AB%98%E5%90%91%E9%98%B3%22%2C%22user_role%22%3A%223f2e15376e9a020943b4cf249c50ed05%2Ce03303a0b1da300f10496b38d8768ab7%22%2C%22endpoint%22%3A%22pc%22%2C%22userStatus%22%3A%223%22%2C%22user_type%22%3A%22internal%22%2C%22phone%22%3A%2218620130825%22%2C%22login_serial%22%3A%22admin%3A624430782%3A1772011677660%22%2C%22userId%22%3A624430782%2C%22email%22%3A%22186201305%40qq.com%22%2C%22orgId%22%3A%22900701726%22%7D","token":"eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyX2luZm8iOiJhZG1pbjo2MjQ0MzA3ODI6MTc3MjAxMTY3NzY2MCIsImlzX3Rva2VuX2NhY2hlZCI6dHJ1ZSwiZXhwIjoxNzcyMDU0ODc3fQ.EBuFOiiCedTiR72koqn4TjPY1IMnrurcdtX1pR8Z1pKVVaVYZsQew52TRP4ruvl5a7-YeEA73Uci7JM44fC7IQ"},"success":true}
2026-02-25 17:27:57,727 | INFO     | common.request | ============================================================
2026-02-25 17:27:57,727 | INFO     | common.request | method: POST
2026-02-25 17:27:57,727 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/store-franchise-service/intention/manage/resubmit/apply
2026-02-25 17:27:57,925 | INFO     | common.request | status_code: 200
2026-02-25 17:27:57,926 | INFO     | common.request | response: {"success":true,"code":null,"message":null,"data":null}
2026-02-25 17:45:22,912 | INFO     | root | logger initialized: file=D:\Work\autoTest\logs\framework.log level=INFO
2026-02-25 17:45:22,918 | INFO     | common.request | ============================================================
2026-02-25 17:45:22,918 | INFO     | common.request | method: POST
2026-02-25 17:45:22,918 | INFO     | common.request | url: https://test-digital.hnlshm.com/gateway/admin/user/login
2026-02-25 17:45:23,299 | INFO     | common.request | status_code: 200
